Real, Imaginary
-1.626261, -0.547796
2.348726, 2.337356
1.529809, 3.730362
-3.270970, -1.689742
2.192690, 0.444847
1.190939, 1.598184
1.683648, 4.657182
3.907910, -1.014108
-4.017820, 0.142878
-1.696608, -0.193412
5.830614, -1.096699
-2.166792, 1.492951
-0.742977, 0.857562
2.293542, 0.926476
2.945892, 0.742237
-2.372728, 3.077030
5.252125, 0.057092
0.461286, 0.147821
-1.386697, -1.637006
-3.449508, -0.061369
-1.227759, -1.428664
0.040762, -0.573777
3.547184, -4.290735
-0.291881, 0.143955
-3.002047, -0.452559
-1.647426, -0.074661
1.242762, 2.360126
0.121197, 1.209086
0.194830, 1.091433
1.439717, -1.016886
-2.614592, -0.719671
-1.581908, -2.540716
-1.452977, -0.985666
-0.996089, 2.362691
2.908742, 1.463659
1.679824, -2.533365
-2.077528, -3.095263
-3.560105, -0.543390
-3.202915, 3.340300
-3.569249, 5.061053
2.819082, 1.120074
2.589465, 1.717472
0.030910, -2.611808
-6.209072, 4.326662
1.447609, 1.500417
1.720019, 6.261490
7.182647, 2.042600
2.492350, -0.459631
0.748784, -5.873735
1.872521, -2.354367
-0.486914, -4.056226
-1.005766, 1.267569
1.735318, -1.716942
-1.029728, -4.599931
-1.023464, -3.536912
-1.890952, 1.394045
-6.316441, 0.666406
-4.003510, 1.368172
-1.833576, 5.383864
-0.091901, -1.450168
-5.276673, -2.722945
-0.404303, 4.198360
0.239150, 1.315303
-0.591679, 0.680460
-1.309420, 2.321889
1.387855, 2.340459
-0.121644, 3.024956
3.656176, 5.494893
0.070301, 0.105193
1.880095, 1.543847
1.188044, -0.451877
-0.138112, -1.990517
0.634000, 1.569793
2.232490, -1.366974
0.139845, -3.290131
-0.279302, -3.196065
-1.856546, -1.081453
0.806907, 1.542737
4.059013, 4.210292
-3.355407, -2.837894
1.854732, 0.873517
2.502391, -1.156498
-0.827716, 0.849293
-1.006219, 1.545636
0.523613, -0.870390
-2.688682, -3.629547
4.195616, -0.892566
-1.250494, -2.358052
-6.013402, -3.279843
0.112509, 1.774020
1.803995, -1.221009
-0.842299, 0.217116
-1.166489, -0.884715
-2.619472, 2.124924
-4.767454, -0.062442
-1.526756, 6.995085
-1.418718, 3.012944
4.773629, 0.883989
-3.012112, -3.848107
-1.787115, 1.808502
-0.578429, 1.906664
3.126292, 4.369472
1.946211, -3.426324
0.670071, -1.306290
-2.760954, 2.406205
0.567206, -1.394550
-1.977586, 3.784853
-0.835212, 3.511642
